Source Row,Name,URL,Access Status,Access Method,HTTP,Final URL,Page Title,Submit Status,Submit URL,Submit HTTP,Submit Final URL,Auth Required,Needs VPN,Notes,Verified At
109,Indietool,https://www.indietool.io,OK,DIRECT,200,https://www.indietool.io,"IndieTool - Launch Your Startup, Get Traffic & Backlinks",AUTH_REQUIRED,https://www.indietool.io/user/signup,200,https://www.indietool.io/user/signup,Yes,,,2026-08-23 12:56 UTC
110,IndieTools,https://indietools.app,OK,DIRECT,200,https://www.indietools.app/,IndieTools | Discover amazing products built by indie makers,AUTH_REQUIRED,https://www.indietools.app/signin?callbackUrl=/dashboard/products/new,200,https://www.indietools.app/signin?callbackUrl=/dashboard/products/new,Yes,,,2026-08-23 12:56 UTC
111,kj123.cn,https://www.kj123.cn,OK,DIRECT,200,https://goodpics.net/go/2986727,...,STALE,https://goodpics.net/submit,404,https://goodpics.net/submit,,,,2026-08-23 12:56 UTC
112,Latest AI Updates,https://latestaiupdates.com,OK,DIRECT,200,https://latestaiupdates.com,"Latest AI Tools, Product Launches, and New Releases - Latest AI Updates (2026)",OPEN,https://latestaiupdates.com/get-started,200,https://latestaiupdates.com/get-started,,,,2026-08-23 12:56 UTC
113,Launch,https://trylaunch.ai,OK,DIRECT,200,https://trylaunch.ai,Launch — Where Vibe Coders Get Discovered,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
114,Launch List,https://www.launch-list.org,OK,DIRECT,200,https://www.launch-list.org,Launch List - Launch Your Product on Product Hunt and 100+ websites,OPEN,https://www.launch-list.org/get-listed,200,https://www.launch-list.org/get-listed,,,,2026-08-23 12:56 UTC
115,Launch Scroll,https://launchscroll.com,OK,DIRECT,200,https://launchscroll.com,"New Software Launches to Scroll, Compare, and Track - Launch Scroll (2026)",OPEN,https://launchscroll.com/get-started,200,https://launchscroll.com/get-started,,,,2026-08-23 12:56 UTC
116,Launch Vault,https://www.launchvault.dev,OK,DIRECT,200,https://www.launchvault.dev,Launch Vault - The Product Launch Platform for Startups | Product Hunt Alternative,AUTH_REQUIRED,https://www.launchvault.dev/projects/submit,200,https://www.launchvault.dev/sign-in?redirect=/projects/submit,Yes,,,2026-08-23 12:56 UTC
117,LaunchDay,https://launchday.app,UNREACHABLE,DIRECT,0,https://launchday.app,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1000)>; No verified public submit entry found,2026-08-23 12:56 UTC
118,LauncherList,https://launcherlist.com,UNREACHABLE,DIRECT,0,https://launcherlist.com,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
119,Launching Now,https://launchingnow.co,UNREACHABLE,DIRECT,0,https://launchingnow.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
120,LaunchitX,https://launchitx.com,OK,DIRECT,200,https://launchitx.com,Startup Launch Platform for Indie Makers | LaunchitX,AUTH_REQUIRED,https://launchitx.com/projects/submit,200,https://launchitx.com/auth/login?callbackUrl=%2Fprojects%2Fsubmit,Yes,,,2026-08-23 12:56 UTC
121,Launchpad.so,https://launchpad.so,OK,DIRECT,200,https://launchpad.so,launchpad.so for sale | Spaceship.com,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
122,LaunchPool,https://launchpool.co,OK,DIRECT,200,https://launchpool.co,,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
123,LaunchStarter,https://launchstarter.io,UNREACHABLE,DIRECT,0,https://launchstarter.io,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
124,LaunchTab,https://launchtab.com,OK,CLOAK,200,https://www.atom.com/name/LaunchTab,LaunchTab.com — Premium Domain For Sale | Atom,STALE,https://www.atom.com/submit,404,https://www.atom.com/submit,,,,2026-08-23 12:56 UTC
125,LaunchWeekly,https://launchweekly.com,UNREACHABLE,DIRECT,0,https://launchweekly.com,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno 111] Connection refused>; No verified public submit entry found,2026-08-23 12:56 UTC
126,LaunchZone,https://launchzone.io,UNREACHABLE,DIRECT,0,https://launchzone.io,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
127,ListYourProduct,https://listyourproduct.com,OK,DIRECT,200,https://listyourproduct.com,ListYourProduct – AI-Powered Product Listings for Amazon & Meesho,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
128,Make.rs,https://make.rs,OK,DIRECT,200,https://make.rs,Make.rs,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
129,Maker Directory,https://makerdirectory.io,UNREACHABLE,DIRECT,0,https://makerdirectory.io,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
130,MakerBoard,https://makerboard.co,UNREACHABLE,DIRECT,0,https://makerboard.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
131,Makerlist.io,https://makerlist.io,OK,DIRECT,200,https://makerlist.io,Makerlist.io,STALE,https://makerlist.io/submit-startup,404,https://makerlist.io/submit-startup,,,,2026-08-23 12:56 UTC
132,MedSci AI,https://aisite.medsci.cn,OK,DIRECT,202,https://aisite.medsci.cn,,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
133,My Launch Stash,https://mylaunchstash.com,OK,DIRECT,200,https://mylaunchstash.com,"New Product Launches Worth Saving, Tracking, and Comparing - My Launch Stash (2026)",OPEN,https://mylaunchstash.com/get-started,200,https://mylaunchstash.com/get-started,,,,2026-08-23 12:56 UTC
134,My Start Tools,https://mystarttools.com,OK,DIRECT,200,https://mystarttools.com,"Starter Tools for Founders, Small Teams, and Early Workflows - My Start Tools (2026)",OPEN,https://mystarttools.com/get-started,200,https://mystarttools.com/get-started,,,,2026-08-23 12:56 UTC
135,NavFolders,https://navfolders.com,OK,DIRECT,200,https://navfolders.com,NavFolders,AUTH_REQUIRED,https://navfolders.com/submit,200,https://navfolders.com/auth/login?callbackUrl=%2Fsubmit,Yes,,,2026-08-23 12:56 UTC
136,Navs Site,https://navs.site,OK,DIRECT,200,https://navs.site,Navs Site | Discover AI tools that fit your work,OPEN,https://navs.site/website/submitbear,200,https://navs.site/website/submitbear,,,,2026-08-23 12:56 UTC
137,New Startups,https://newstartups.io,UNREACHABLE,DIRECT,0,https://newstartups.io,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
138,NewTools,https://newtools.co,OK,DIRECT,200,https://newtools.co,,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
139,NextGen Tools,https://www.nxgntools.com,OK,DIRECT,200,https://www.nxgntools.com,Launch Your Startup Tool & Get DR Backlinks | NxGn Tools,STALE,https://www.nxgntools.com/submit,404,https://www.nxgntools.com/submit,,,,2026-08-23 12:56 UTC
140,Open Launch,https://openlaunch.ai,OK,DIRECT,200,https://openlaunch.ai,Open Launch - Alternatives to Product Hunt,AUTH_REQUIRED,https://openlaunch.ai/projects/submit,200,https://openlaunch.ai/sign-in?redirect=/projects/submit,Yes,,,2026-08-23 12:56 UTC
141,OpenHunts,https://openhunts.com,OK,DIRECT,200,https://openhunts.com,OpenHunts: Product Launch & Discovery Platform for Makers,AUTH_REQUIRED,https://openhunts.com/projects/submit,200,https://openhunts.com/sign-in?redirect=/projects/submit,Yes,,,2026-08-23 12:56 UTC
142,PeerPush,https://peerpush.net,OK,DIRECT,200,https://peerpush.com/,PeerPush - Get Found by People and AI,AUTH_REQUIRED,https://peerpush.com/submit,200,https://peerpush.com/auth/login?redirectTo=%2Fsubmit,Yes,,,2026-08-23 12:56 UTC
143,PitchWalker,https://pitchwalker.com,UNREACHABLE,DIRECT,0,https://pitchwalker.com,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
144,Power Up Tools,https://poweruptools.com,OK,DIRECT,200,https://poweruptools.com,"AI Tools That Improve Productivity, Output, and Daily Work - Power Up Tools (2026)",OPEN,https://poweruptools.com/get-started,200,https://poweruptools.com/get-started,,,,2026-08-23 12:56 UTC
145,Product Launch Dir,https://productlaunchdir.com,UNREACHABLE,DIRECT,0,https://productlaunchdir.com,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
146,Product List Dir,https://productlistdir.com,OK,DIRECT,200,https://productlistdir.com,Software Products Organized for Comparison and Discovery - Product List Dir (2026),OPEN,https://productlistdir.com/submit,200,https://productlistdir.com/submit,,,,2026-08-23 12:56 UTC
147,Product Wing,https://productwing.com,OK,DIRECT,200,https://productwing.com,Software Products Worth Discovering and Comparing - Product Wing (2026),OPEN,https://productwing.com/submit,200,https://productwing.com/submit,,,,2026-08-23 12:56 UTC
148,ProductBurst,https://productburst.com,OK,DIRECT,200,https://bubble.io/limit_exceeded?appname=productburst,Visual Programming | Bubble,STALE,https://bubble.io/submit,404,https://bubble.io/submit,,,,2026-08-23 12:56 UTC
149,ProductCatalog,https://productcatalog.io,OK,DIRECT,200,https://productcatalog.io,PCMT - Product Catalog Management Tool,STALE,https://productcatalog.io/submit,404,https://productcatalog.io/submit,,,,2026-08-23 12:56 UTC
150,ProductDir,https://productdir.com,OK,DIRECT,200,https://productdir.com,,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
151,ProductFeed,https://productfeed.co,UNREACHABLE,DIRECT,0,https://productfeed.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
152,ProductHero,https://producthero.co,UNREACHABLE,DIRECT,0,https://producthero.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
153,ProductPages,https://productpages.co,OK,DIRECT,200,https://productpages.co,,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
154,ProductsUp,https://productsup.co,UNREACHABLE,DIRECT,0,https://productsup.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
155,ProjectHunt,https://projecthunt.me,OK,DIRECT,200,https://projecthunt.me,ProjectHunt - Discover and share projects,STALE,https://projecthunt.me/submit,404,https://projecthunt.me/submit,,,,2026-08-23 12:56 UTC
156,Promote Project,https://www.promoteproject.com,OK,DIRECT,200,https://www.promoteproject.com,"Promote Project - Startup Articles, Entrepreneurship Tips and Business Insights",AUTH_REQUIRED,https://www.promoteproject.com/submit-startup,200,https://www.promoteproject.com/login,Yes,,,2026-08-23 12:56 UTC
157,Ramen.Tools,https://ramen.tools,OK,DIRECT,200,https://ramen.tools,ramen.tools - See what tools 6000+ makers are using,STALE,https://ramen.tools/submit,404,https://ramen.tools/submit,,,,2026-08-23 12:56 UTC
158,SaaS Arena,https://saasarena.com,OK,DIRECT,200,https://championleadership.com/,Home - Champion Leadership Group,STALE,https://championleadership.com/submit,404,https://championleadership.com/submit,,,,2026-08-23 12:56 UTC
159,SaaS Browser,https://saasbrowser.com,OK,DIRECT,200,https://saasbrowser.com/en,SaaS Database & Software Search Engine for B2B Lead Generation | SaaS Browser,AUTH_REQUIRED,https://saasbrowser.com/en/add-your-saas,200,https://saasbrowser.com/en/users/sign_up,Yes,,,2026-08-23 12:56 UTC
160,SaaS Explorer,https://saasexplorer.co,UNREACHABLE,DIRECT,0,https://saasexplorer.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
161,Saas Field,https://saasfield.com,OK,DIRECT,200,https://saasfield.com,"Compare AI SaaS Tools by Use Case, Pricing, and Workflow - SaaS Field (2026)",OPEN,https://saasfield.com/submit,200,https://saasfield.com/submit,,,,2026-08-23 12:56 UTC
162,SaaS Hub Directory,https://saashubdirectory.com,SERVER_ERROR,DIRECT,502,https://saashubdirectory.com,saashubdirectory.com | 502: Bad gateway,SERVER_ERROR,https://saashubdirectory.com/submit,502,https://saashubdirectory.com/submit,,,HTTP 502,2026-08-23 12:56 UTC
163,SaaS Hunter,https://saashunter.co,UNREACHABLE,DIRECT,0,https://saashunter.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
164,SaaS Launch,https://saaslaunch.io,OK,DIRECT,200,https://saaslaunch.io,MVF Homepage - saaslaunch.io,STALE,https://saaslaunch.io/submit,404,https://saaslaunch.io/submit,,,,2026-08-23 12:56 UTC
165,SaaS Launch List,https://saaslaunchlist.com,UNREACHABLE,DIRECT,0,https://saaslaunchlist.com,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -3] Temporary failure in name resolution>; No verified public submit entry found,2026-08-23 12:56 UTC
166,SaaS Pages,https://saaspages.xyz,OK,DIRECT,200,https://saaspages.xyz,SaaS Pages,STALE,https://saaspages.xyz/submit,404,https://saaspages.xyz/submit,,,,2026-08-23 12:56 UTC
167,SaaS Roots,https://saasroots.com,OK,DIRECT,200,https://saasroots.com,Foundational SaaS Products for Startups and Business Teams - SaaS Roots (2026),OPEN,https://saasroots.com/submit,200,https://saasroots.com/submit,,,,2026-08-23 12:56 UTC
168,SaaS Tools Dir,https://saastoolsdir.com,OK,DIRECT,200,https://saastoolsdir.com,Organized SaaS Tools to Compare by Category and Pricing - SaaS Tools Dir (2026),OPEN,https://saastoolsdir.com/submit,200,https://saastoolsdir.com/submit,,,,2026-08-23 12:56 UTC
169,SaaS Wheel,https://saaswheel.com,OK,DIRECT,200,https://saaswheel.com,"Compare SaaS Products for Workflows, Teams, and Growth - SaaS Wheel (2026)",OPEN,https://saaswheel.com/submit,200,https://saaswheel.com/submit,,,,2026-08-23 12:56 UTC
170,SaaSBoard,https://saasboard.co,UNREACHABLE,DIRECT,0,https://saasboard.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -5] No address associated with hostname>; No verified public submit entry found,2026-08-23 12:56 UTC
171,SaaSDir,https://saasdir.com,BLOCKED,CLOAK_FAILED,403,https://www.serchen.com/,Just a moment...,BLOCKED,https://www.serchen.com/submit,403,https://www.serchen.com/submit,,Yes,just a moment,2026-08-23 12:56 UTC
172,SaaSFrame,https://saasframe.io,OK,DIRECT,200,https://www.saasframe.io/,SaaSFrame — UX & UI Design Examples Library for SaaS Websites and Interfaces,STALE,https://www.saasframe.io/submit,404,https://www.saasframe.io/submit,,,,2026-08-23 12:56 UTC
173,SaasHunt,https://saashunt.best,OK,DIRECT,200,https://saashunt.best,SaasHunt - SaasHunt is a platform to discover and upvote the best tech products. Find top products launching daily.,AUTH_REQUIRED,https://saashunt.best/projects/submit,200,https://saashunt.best/sign-in?redirect=/projects/submit,Yes,,,2026-08-23 12:56 UTC
174,SaaSNova,https://saasnova.co,UNREACHABLE,DIRECT,0,https://saasnova.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error timed out>; No verified public submit entry found,2026-08-23 12:56 UTC
175,Saaspa.ge,https://www.saaspa.ge,OK,DIRECT,200,https://www.saaspa.ge,Saaspa.ge - Launch Your Product This Week,AUTH_REQUIRED,https://www.saaspa.ge/submit,200,https://www.saaspa.ge/auth/signin?callbackUrl=https%3A%2F%2Fwww.saaspa.ge%2F,Yes,,,2026-08-23 12:56 UTC
176,SaaSPick,https://saaspick.com,OK,DIRECT,200,https://saaspick.com,,STALE,https://saaspick.com/submit,404,https://saaspick.com/submit,,,,2026-08-23 12:56 UTC
177,SaaSpo,https://saaspo.com,OK,DIRECT,200,https://saaspo.com,The best SaaS Web Design Inspiration | Saaspo,OPEN,https://saaspo.com/submit,200,https://saaspo.com/submit,,,,2026-08-23 12:56 UTC
178,SaaSRegister,https://saasregister.co,UNREACHABLE,DIRECT,0,https://saasregister.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
179,Scout Forge,https://scoutforge.net,OK,DIRECT,200,https://scoutforge.net,Scout Forge | Discover and Review New Apps Safely,AUTH_REQUIRED,https://scoutforge.net/app-register,200,https://scoutforge.net/app-register,Yes,,,2026-08-23 12:56 UTC
180,See What New AI,https://www.seewhatnewai.com,OK,DIRECT,200,https://www.seewhatnewai.com,SeeWhatNewAI Directory: Discover AI tools | SeeWhatNewAI,OPEN,https://www.seewhatnewai.com/submit,200,https://www.seewhatnewai.com/submit,,,,2026-08-23 12:56 UTC
181,Shipybara,https://shipybara.com,OK,DIRECT,200,https://shipybara.com,Shipybara - Discover the Best Tech Products,AUTH_REQUIRED,https://shipybara.com/projects/submit,200,https://shipybara.com/sign-in?redirect=/projects/submit,Yes,,,2026-08-23 12:56 UTC
182,ShowMySites,https://www.showmysites.com,OK,DIRECT,200,https://www.showmysites.com,Directory & Launch Platform - Submit Your Website - ShowMySites,AUTH_REQUIRED,https://www.showmysites.com/accounts/signup/,200,https://www.showmysites.com/accounts/signup/,Yes,,,2026-08-23 12:56 UTC
183,Side Hustle Stack,https://sidehustlestack.co,SERVER_ERROR,DIRECT,509,https://sidehustlestack.co,Quota Exceeded,SERVER_ERROR,https://sidehustlestack.co/submit,509,https://sidehustlestack.co/submit,,,HTTP 509,2026-08-23 12:56 UTC
184,Sitelike.org,https://www.sitelike.org,OK,DIRECT,200,https://www.sitelike.org,Similar Sites & Alternative Website Finder | Sites Like,STALE,https://www.sitelike.org/submit,404,https://www.sitelike.org/submit,,,,2026-08-23 12:56 UTC
185,Smart Kit Hub,https://smartkithub.com,OK,DIRECT,200,https://smartkithub.com,Smart Software Products for Building a Better Work Kit - Smart Kit Hub (2026),OPEN,https://smartkithub.com/get-started,200,https://smartkithub.com/get-started,,,,2026-08-23 12:56 UTC
186,Software Bolt,https://softwarebolt.com,OK,DIRECT,200,https://softwarebolt.com,Software Products to Compare Quickly by Category and Fit - Software Bolt (2026),OPEN,https://softwarebolt.com/submit,200,https://softwarebolt.com/submit,,,,2026-08-23 12:56 UTC
187,SoftwareList,https://softwarelist.io,UNREACHABLE,DIRECT,0,https://softwarelist.io,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -5] No address associated with hostname>; No verified public submit entry found,2026-08-23 12:56 UTC
188,Solver Tools,https://solvertools.com,OK,DIRECT,200,https://solvertools.com,Software Tools That Solve Workflow and Operations Problems - Solver Tools (2026),OPEN,https://solvertools.com/get-started,200,https://solvertools.com/get-started,,,,2026-08-23 12:56 UTC
189,Source Dir,https://sourcedir.com,OK,DIRECT,200,https://sourcedir.com,Trusted Software Products to Compare by Category and Use Case - Source Dir (2026),OPEN,https://sourcedir.com/submit,200,https://sourcedir.com/submit,,,,2026-08-23 12:56 UTC
190,Stack Directory,https://stackdirectory.com,OK,DIRECT,200,https://stackdirectory.com,Software Products for Building and Improving Your Stack - Stack Directory (2026),OPEN,https://stackdirectory.com/submit,200,https://stackdirectory.com/submit,,,,2026-08-23 12:56 UTC
191,Startup AIdeas,https://startupaideas.com,OK,DIRECT,200,https://startupaideas.com,"AI Tools for Founders, Startup Research, and Growth Work - Startup AIdeas (2026)",OPEN,https://startupaideas.com/get-started,200,https://startupaideas.com/get-started,,,,2026-08-23 12:56 UTC
192,Startup Benchmarks,https://startupbenchmarks.com,OK,DIRECT,200,https://startupbenchmarks.com,"Startup Software to Compare for Operations, Growth, and Team Work - Startup Benchmarks (2026)",OPEN,https://startupbenchmarks.com/get-started,200,https://startupbenchmarks.com/get-started,,,,2026-08-23 12:56 UTC
193,Startup Index,https://startupindex.co,OK,DIRECT,200,https://startupindex.co,,UNKNOWN,,0,,,,No verified public submit entry found,2026-08-23 12:56 UTC
194,Startup Vessel,https://startupvessel.com,OK,DIRECT,200,https://startupvessel.com,Startup Software for Founders Building Their Operating Stack - Startup Vessel (2026),OPEN,https://startupvessel.com/get-started,200,https://startupvessel.com/get-started,,,,2026-08-23 12:56 UTC
195,StartupDex,https://startupdex.com,UNREACHABLE,DIRECT,0,https://startupdex.com,,UNKNOWN,,0,,,Yes,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'startupdex.com'. (_ssl.c:1000)>; No verified public submit entry found",2026-08-23 12:56 UTC
196,StartupForge,https://startupforge.io,UNREACHABLE,DIRECT,0,https://startupforge.io,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno 104] Connection reset by peer>; No verified public submit entry found,2026-08-23 12:56 UTC
197,StartupGlobe,https://startupglobe.co,UNREACHABLE,DIRECT,0,https://startupglobe.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
198,StartupHive,https://startuphive.co,UNREACHABLE,DIRECT,0,https://startuphive.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
199,StartupLift,https://startuplift.com,UNREACHABLE,DIRECT,0,https://startuplift.com,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1000)>; No verified public submit entry found,2026-08-23 12:56 UTC
200,StartupLister,https://startuplister.com,DEAD,DIRECT,404,https://bubble.io/domain_not_supported?domain=startuplister.com,Visual Programming | Bubble,STALE,https://bubble.io/submit,404,https://bubble.io/submit,,,HTTP 404,2026-08-23 12:56 UTC
201,StartupNow,https://startupnow.co,UNREACHABLE,DIRECT,0,https://startupnow.co,,STALE,https://startupnow.co/submit,404,https://startupnow.co/submit,,Yes,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.startupnow.com'. (_ssl.c:1000)>",2026-08-23 12:56 UTC
202,Startups Lab,https://startupslab.site,OK,DIRECT,200,https://startupslab.site,Startups Lab - Launch Your Startup. Get Discovered. Grow.,OPEN,https://startupslab.site/submit-product,200,https://startupslab.site/submit-product,,,,2026-08-23 12:56 UTC
203,StartupShelf,https://startupshelf.co,UNREACHABLE,DIRECT,0,https://startupshelf.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
204,StartupTrack,https://startuptrack.io,UNREACHABLE,DIRECT,0,https://startuptrack.io,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -2] Name or service not known>; No verified public submit entry found,2026-08-23 12:56 UTC
205,StartupVault,https://startupvault.co,UNREACHABLE,DIRECT,0,https://startupvault.co,,UNKNOWN,,0,,,Yes,URLError: <urlopen error timed out>; No verified public submit entry found,2026-08-23 12:56 UTC
206,StartupWave,https://startupwave.co,OK,DIRECT,200,https://startupwave.co,STARTUPWAVE,OPEN,https://startupwave.co/submit,200,https://startupwave.co/take-action/submit-for-evaluation-action/,,,,2026-08-23 12:56 UTC
207,Super AI Boom,https://superaiboom.com,OK,DIRECT,200,https://superaiboom.com,"High-Impact AI Tools for Work, Creativity, and Automation - Super AI Boom (2026)",OPEN,https://superaiboom.com/get-started,200,https://superaiboom.com/get-started,,,,2026-08-23 12:56 UTC
208,TechPluto,https://techpluto.com,OK,DIRECT,200,https://www.techpluto.com/,Home - TechPluto - Latest Startup & Tech News,OPEN,https://www.techpluto.com/submit-startup/,200,https://www.techpluto.com/submit-startup/,,,,2026-08-23 12:56 UTC
209,That App Show,https://thatappshow.com,OK,DIRECT,200,https://thatappshow.com,Apps and Software Products Worth Discovering - That App Show (2026),OPEN,https://thatappshow.com/get-started,200,https://thatappshow.com/get-started,,,,2026-08-23 12:56 UTC
210,The App Tools,https://theapptools.com,OK,DIRECT,200,https://theapptools.com,AI Applications for Practical Work and Daily Output - The App Tools (2026),OPEN,https://theapptools.com/get-started,200,https://theapptools.com/get-started,,,,2026-08-23 12:56 UTC
211,The Core Tools,https://thecoretools.com,OK,DIRECT,200,https://thecoretools.com,Core Software Tools for Productive Work and Team Operations - The Core Tools (2026),OPEN,https://thecoretools.com/get-started,200,https://thecoretools.com/get-started,,,,2026-08-23 12:56 UTC
212,The Key Tools,https://thekeytools.com,OK,DIRECT,200,https://thekeytools.com,"Essential AI Tools for Work, Research, and Productivity - The Key Tools (2026)",OPEN,https://thekeytools.com/get-started,200,https://thekeytools.com/get-started,,,,2026-08-23 12:56 UTC
213,The Mega Tools,https://themegatools.com,OK,DIRECT,200,https://themegatools.com,A Broad Software Tools Directory Across Major Categories - The Mega Tools (2026),OPEN,https://themegatools.com/get-started,200,https://themegatools.com/get-started,,,,2026-08-23 12:56 UTC
214,The Startup Pitch,https://thestartuppitch.com,UNREACHABLE,DIRECT,0,https://thestartuppitch.com,,UNKNOWN,,0,,,Yes,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'thestartuppitch.com'. (_ssl.c:1000)>; No verified public submit entry found",2026-08-23 12:56 UTC
215,Tiny Tool Hub,https://tinytoolhub.com,OK,DIRECT,200,https://tinytoolhub.com,Useful Lightweight Tools for Focused Work and Small Teams - Tiny Tool Hub (2026),OPEN,https://tinytoolhub.com/get-started,200,https://tinytoolhub.com/get-started,,,,2026-08-23 12:56 UTC
216,TinyLaunch,https://www.tinylaunch.com,OK,DIRECT,200,https://www.tinylaunch.com,TinyLaunch - Product Launch Platform,STALE,https://www.tinylaunch.com/submit,200,https://www.tinylaunch.com/login?returnTo=%2Fsubmit,,,,2026-08-23 12:56 UTC
217,TinyLaunchpad,https://tinylaunchpad.com,OK,DIRECT,200,https://tinylaunchpad.com,TinyLaunchpad - Discover the Best Tech Products,AUTH_REQUIRED,https://tinylaunchpad.com/projects/submit,200,https://tinylaunchpad.com/sign-in?redirect=/projects/submit,Yes,,,2026-08-23 12:56 UTC
218,Tool Finddir,https://toolfinddir.com,OK,DIRECT,200,https://toolfinddir.com,"Find AI Tools by Category, Pricing, and Workflow Need - Tool Find Dir (2026)",OPEN,https://toolfinddir.com/get-started,200,https://toolfinddir.com/get-started,,,,2026-08-23 12:56 UTC
219,Tool Journey,https://tooljourney.com,OK,DIRECT,200,https://tooljourney.com,"Software Tools for Planning, Execution, and Professional Work - Tool Journey (2026)",OPEN,https://tooljourney.com/get-started,200,https://tooljourney.com/get-started,,,,2026-08-23 12:56 UTC
220,Tool Prism,https://toolprism.com,OK,DIRECT,200,https://toolprism.com,Compare AI Tools Through Clear Categories and Use Cases - Tool Prism (2026),OPEN,https://toolprism.com/get-started,200,https://toolprism.com/get-started,,,,2026-08-23 12:56 UTC
221,Tool Signal,https://toolsignal.com,OK,DIRECT,200,https://toolsignal.com,High-Signal Software Tools for Teams and Workflows - Tool Signal (2026),OPEN,https://toolsignal.com/get-started,200,https://toolsignal.com/get-started,,,,2026-08-23 12:56 UTC
222,ToolDB,https://tooldb.dev,UNREACHABLE,DIRECT,0,https://tooldb.dev,,UNKNOWN,,0,,,Yes,URLError: <urlopen error [Errno -5] No address associated with hostname>; No verified public submit entry found,2026-08-23 12:56 UTC
